json_path,observed_types,occurrences,null_occurrences,sample_values
$.liveData.plays.currentPlay.runners[*].details.earned,boolean,1,0,[false]
$.liveData.plays.currentPlay.runners[*].details.event,string,1,0,"[""Strikeout""]"
$.liveData.plays.currentPlay.runners[*].details.eventType,string,1,0,"[""strikeout""]"
$.liveData.plays.currentPlay.runners[*].details.isScoringEvent,boolean,1,0,[false]
$.liveData.plays.currentPlay.runners[*].details.movementReason,null,1,1,[null]
$.liveData.plays.currentPlay.runners[*].details.playIndex,integer,1,0,[3]
$.liveData.plays.currentPlay.runners[*].details.rbi,boolean,1,0,[false]
$.liveData.plays.currentPlay.runners[*].details.responsiblePitcher,null,1,1,[null]
$.liveData.plays.currentPlay.runners[*].details.runner,object,1,0,[]
$.liveData.plays.currentPlay.runners[*].details.runner.fullName,string,1,0,"[""Greg Garcia""]"
$.liveData.plays.currentPlay.runners[*].details.runner.id,integer,1,0,[594824]
$.liveData.plays.currentPlay.runners[*].details.runner.link,string,1,0,"[""/api/v1/people/594824""]"
$.liveData.plays.currentPlay.runners[*].details.teamUnearned,boolean,1,0,[false]
$.liveData.plays.currentPlay.runners[*].movement,object,1,0,[]
$.liveData.plays.currentPlay.runners[*].movement.end,null,1,1,[null]
$.liveData.plays.currentPlay.runners[*].movement.isOut,boolean,1,0,[true]
$.liveData.plays.currentPlay.runners[*].movement.originBase,null,1,1,[null]
$.liveData.plays.currentPlay.runners[*].movement.outBase,string,1,0,"[""1B""]"
$.liveData.plays.currentPlay.runners[*].movement.outNumber,integer,1,0,[3]
$.liveData.plays.currentPlay.runners[*].movement.start,null,1,1,[null]
$.liveData.plays.playsByInning,array,1,0,[]
$.liveData.plays.playsByInning[*],object,9,0,[]
$.liveData.plays.playsByInning[*].bottom,array,9,0,[]
$.liveData.plays.playsByInning[*].bottom[*],integer,34,0,"[6, 7, 8, 9, 16]"
$.liveData.plays.playsByInning[*].endIndex,integer,9,0,"[9, 18, 29, 35, 47]"
$.liveData.plays.playsByInning[*].hits,object,9,0,[]
$.liveData.plays.playsByInning[*].hits.away,array,9,0,[]
$.liveData.plays.playsByInning[*].hits.away[*],object,33,0,[]
$.liveData.plays.playsByInning[*].hits.away[*].batter,object,33,0,[]
$.liveData.plays.playsByInning[*].hits.away[*].batter.fullName,string,33,0,"[""Adam Jones"", ""Eduardo Escobar"", ""Wilmer Flores"", ""David Peralta"", ""Ketel Marte""]"
$.liveData.plays.playsByInning[*].hits.away[*].batter.id,integer,33,0,"[430945, 500871, 527038, 444482, 606466]"
$.liveData.plays.playsByInning[*].hits.away[*].batter.link,string,33,0,"[""/api/v1/people/430945"", ""/api/v1/people/500871"", ""/api/v1/people/527038"", ""/api/v1/people/444482"", ""/api/v1/people/606466""]"
$.liveData.plays.playsByInning[*].hits.away[*].coordinates,object,33,0,[]
$.liveData.plays.playsByInning[*].hits.away[*].coordinates.x,number,33,0,"[36.2, 211.45, 34.59, 79.14, 176.95]"
$.liveData.plays.playsByInning[*].hits.away[*].coordinates.y,number,33,0,"[65.44, 134.02, 103.74, 66.17, 94.92]"
$.liveData.plays.playsByInning[*].hits.away[*].description,string,33,0,"[""Home Run"", ""Flyout"", ""Double"", ""Double Play"", ""Single""]"
$.liveData.plays.playsByInning[*].hits.away[*].inning,integer,33,0,"[1, 2, 3, 4, 5]"
$.liveData.plays.playsByInning[*].hits.away[*].pitcher,object,33,0,[]
$.liveData.plays.playsByInning[*].hits.away[*].pitcher.fullName,string,33,0,"[""Matt Strahm"", ""Robbie Erlin"", ""Phil Maton""]"
$.liveData.plays.playsByInning[*].hits.away[*].pitcher.id,integer,33,0,"[621381, 572362, 664208]"
$.liveData.plays.playsByInning[*].hits.away[*].pitcher.link,string,33,0,"[""/api/v1/people/621381"", ""/api/v1/people/572362"", ""/api/v1/people/664208""]"
$.liveData.plays.playsByInning[*].hits.away[*].team,object,33,0,[]
$.liveData.plays.playsByInning[*].hits.away[*].team.allStarStatus,string,33,0,"[""N""]"
$.liveData.plays.playsByInning[*].hits.away[*].team.id,integer,33,0,[109]
$.liveData.plays.playsByInning[*].hits.away[*].team.link,string,33,0,"[""/api/v1/teams/109""]"
$.liveData.plays.playsByInning[*].hits.away[*].team.name,string,33,0,"[""Arizona Diamondbacks""]"
$.liveData.plays.playsByInning[*].hits.away[*].team.springLeague,object,33,0,[]
$.liveData.plays.playsByInning[*].hits.away[*].team.springLeague.abbreviation,string,33,0,"[""CL""]"
$.liveData.plays.playsByInning[*].hits.away[*].team.springLeague.id,integer,33,0,[114]
$.liveData.plays.playsByInning[*].hits.away[*].team.springLeague.link,string,33,0,"[""/api/v1/league/114""]"
$.liveData.plays.playsByInning[*].hits.away[*].team.springLeague.name,string,33,0,"[""Cactus League""]"
$.liveData.plays.playsByInning[*].hits.away[*].type,string,33,0,"[""H"", ""O""]"
$.liveData.plays.playsByInning[*].hits.home,array,9,0,[]
$.liveData.plays.playsByInning[*].hits.home[*],object,27,0,[]
$.liveData.plays.playsByInning[*].hits.home[*].batter,object,27,0,[]
$.liveData.plays.playsByInning[*].hits.home[*].batter.fullName,string,27,0,"[""Ian Kinsler"", ""Eric Hosmer"", ""Franmil Reyes"", ""Fernando Tatis Jr."", ""Manuel Margot""]"
$.liveData.plays.playsByInning[*].hits.home[*].batter.id,integer,27,0,"[435079, 543333, 614177, 665487, 622534]"
$.liveData.plays.playsByInning[*].hits.home[*].batter.link,string,27,0,"[""/api/v1/people/435079"", ""/api/v1/people/543333"", ""/api/v1/people/614177"", ""/api/v1/people/665487"", ""/api/v1/people/622534""]"
$.liveData.plays.playsByInning[*].hits.home[*].coordinates,object,27,0,[]
$.liveData.plays.playsByInning[*].hits.home[*].coordinates.x,number,27,0,"[41.96, 126.1, 136.35, 106.06, 138.67]"
$.liveData.plays.playsByInning[*].hits.home[*].coordinates.y,number,27,0,"[103.89, 68.86, 144.92, 170.97, 86.57]"
$.liveData.plays.playsByInning[*].hits.home[*].description,string,27,0,"[""Lineout"", ""Forceout"", ""Groundout"", ""Flyout"", ""Pop Out""]"
$.liveData.plays.playsByInning[*].hits.home[*].inning,integer,27,0,"[1, 2, 3, 4, 5]"
$.liveData.plays.playsByInning[*].hits.home[*].pitcher,object,27,0,[]
$.liveData.plays.playsByInning[*].hits.home[*].pitcher.fullName,string,27,0,"[""Merrill Kelly"", ""Jon Duplantier""]"
$.liveData.plays.playsByInning[*].hits.home[*].pitcher.id,integer,27,0,"[518876, 641541]"
$.liveData.plays.playsByInning[*].hits.home[*].pitcher.link,string,27,0,"[""/api/v1/people/518876"", ""/api/v1/people/641541""]"
$.liveData.plays.playsByInning[*].hits.home[*].team,object,27,0,[]
$.liveData.plays.playsByInning[*].hits.home[*].team.allStarStatus,string,27,0,"[""N""]"
$.liveData.plays.playsByInning[*].hits.home[*].team.id,integer,27,0,[135]
$.liveData.plays.playsByInning[*].hits.home[*].team.link,string,27,0,"[""/api/v1/teams/135""]"
$.liveData.plays.playsByInning[*].hits.home[*].team.name,string,27,0,"[""San Diego Padres""]"
$.liveData.plays.playsByInning[*].hits.home[*].team.springLeague,object,27,0,[]
$.liveData.plays.playsByInning[*].hits.home[*].team.springLeague.abbreviation,string,27,0,"[""CL""]"
$.liveData.plays.playsByInning[*].hits.home[*].team.springLeague.id,integer,27,0,[114]
$.liveData.plays.playsByInning[*].hits.home[*].team.springLeague.link,string,27,0,"[""/api/v1/league/114""]"
$.liveData.plays.playsByInning[*].hits.home[*].team.springLeague.name,string,27,0,"[""Cactus League""]"
$.liveData.plays.playsByInning[*].hits.home[*].type,string,27,0,"[""O"", ""H""]"
$.liveData.plays.playsByInning[*].startIndex,integer,9,0,"[0, 10, 19, 30, 36]"
$.liveData.plays.playsByInning[*].top,array,9,0,[]
$.liveData.plays.playsByInning[*].top[*],integer,45,0,"[0, 1, 2, 3, 4]"
$.liveData.plays.scoringPlays,array,1,0,[]
$.liveData.plays.scoringPlays[*],integer,11,0,"[0, 3, 14, 22, 23]"
$.metaData,object,1,0,[]
$.metaData.gameEvents,array,1,0,[]
$.metaData.gameEvents[*],string,2,0,"[""strikeout"", ""game_finished""]"
$.metaData.logicalEvents,array,1,0,[]
$.metaData.logicalEvents[*],string,4,0,"[""midInning"", ""countChange"", ""count13"", ""gameStateChangeToGameOver""]"
$.metaData.timeStamp,string,1,0,"[""20190402_051518""]"
$.metaData.wait,integer,1,0,[10]
